tenure,Contract,TotalCharges,MonthlyCharges,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,PaymentMethod,InternetService,Churn
67,1,6989.45,105.4,0,0,2,2,2,1,0
29,0,1442.0,51.6,0,0,0,0,2,0,0
55,0,4713.4,85.5,0,0,0,0,0,1,0
23,0,1758.6,75.6,0,0,0,0,0,1,1
34,0,3480.0,100.05,0,0,0,2,2,1,1
52,1,4738.3,91.25,2,0,0,2,2,1,0
72,2,8399.15,115.75,2,2,2,2,1,1,0
58,1,5430.35,94.7,0,2,2,0,1,1,0
35,2,686.95,19.6,1,1,1,1,3,2,0
56,2,5706.3,99.9,0,2,2,2,0,1,0
24,2,490.65,21.1,1,1,1,1,1,2,0
70,2,1360.25,20.05,1,1,1,1,1,2,0
2,0,174.45,79.95,0,0,0,0,2,1,0
68,1,7379.8,107.15,0,2,0,2,1,1,0
1,0,85.0,85.0,0,0,0,0,2,1,1
12,0,1021.75,89.55,0,0,0,2,2,1,0
63,0,5029.05,81.55,0,0,2,0,0,1,0
33,1,1955.4,58.45,2,0,2,2,3,0,0
69,1,6744.2,95.65,0,0,2,0,1,1,0
60,2,4946.7,80.6,0,2,2,2,0,0,0
72,2,8248.5,113.1,2,2,2,2,0,1,0
11,0,601.6,58.95,0,0,0,0,3,0,0
1,0,19.55,19.55,1,1,1,1,3,2,0
10,0,834.1,86.05,0,0,0,0,0,1,1
13,0,597.0,45.55,2,2,0,0,1,0,1
34,1,2647.2,78.95,0,0,0,0,0,1,0
39,0,3266.0,86.3,0,0,2,0,3,1,1
65,1,6744.25,105.05,0,2,2,0,0,1,0
50,1,5265.5,101.9,2,0,2,2,0,1,0
15,0,311.6,19.75,1,1,1,1,3,2,0
72,2,7966.9,110.3,2,0,2,2,0,1,0
72,2,8220.4,115.6,2,2,2,2,0,1,0
55,2,1153.25,19.35,1,1,1,1,0,2,0
23,2,514.75,25.6,1,1,1,1,1,2,0
32,0,2596.15,80.35,0,0,2,0,0,1,1
56,1,3808.0,68.75,2,0,0,2,0,0,0
1,0,19.9,19.9,1,1,1,1,0,2,0
38,1,2708.2,70.6,2,2,2,0,3,0,0
11,0,760.05,70.2,0,0,0,0,2,1,0
1,0,49.3,49.3,0,2,0,0,2,0,0
56,1,6033.3,107.25,0,2,2,0,2,1,0
3,0,89.05,23.6,1,1,1,1,3,2,0
7,0,516.15,69.7,2,0,0,0,1,0,0
59,2,5861.75,99.5,0,0,0,2,1,1,0
7,0,445.95,64.3,0,2,0,2,0,0,0
71,2,4973.4,70.85,2,2,0,2,1,0,0
15,1,1667.25,101.9,2,2,0,0,2,1,0
71,2,5357.75,73.5,2,2,2,0,1,0,0
35,0,3527.6,100.25,0,0,0,2,2,1,1
11,1,422.6,40.4,0,2,2,2,1,0,0
60,2,1103.25,19.25,1,1,1,1,1,2,0
47,2,2754.0,59.6,0,2,2,0,0,0,0
11,1,697.25,64.9,0,2,0,2,1,0,0
56,1,5614.45,100.3,0,0,2,0,1,1,1
28,0,3204.4,110.85,0,2,2,2,2,1,0
61,2,4747.65,81.05,2,2,2,0,3,0,0
31,1,3082.1,98.05,2,0,0,2,0,1,0
9,0,597.9,70.5,0,0,0,0,2,1,0
35,0,3365.4,94.55,2,0,2,0,2,1,0
2,0,38.8,19.65,1,1,1,1,3,2,0
12,0,233.55,19.0,1,1,1,1,3,2,1
1,0,75.3,75.3,2,0,0,0,3,1,1
4,0,346.2,89.2,0,0,0,2,2,1,1
1,0,19.0,19.0,1,1,1,1,3,2,0
3,0,61.7,20.0,1,1,1,1,3,2,0
1,0,85.7,85.7,0,0,0,0,2,1,1
52,2,3342.45,63.25,2,0,2,0,1,0,0
5,1,85.1,20.1,1,1,1,1,3,2,0
72,2,7422.1,99.15,2,0,2,2,2,1,0
71,2,6668.05,90.4,2,2,2,2,2,0,0
72,2,8071.05,111.9,2,2,0,2,1,1,0
46,1,1174.8,24.9,1,1,1,1,2,2,0
63,2,5435.0,83.5,2,0,2,2,1,0,0
30,0,2438.6,84.3,2,0,2,2,1,1,0
1,0,45.6,45.6,0,0,0,0,3,0,0
12,0,713.75,61.65,2,2,0,2,3,0,1
16,2,916.15,54.85,2,2,2,2,3,0,0
4,0,237.2,65.55,0,2,0,0,3,0,0
51,1,4614.55,90.35,0,0,2,0,1,1,0
65,2,1414.45,20.4,1,1,1,1,1,2,0
16,0,1170.5,74.55,0,2,0,0,1,1,0
2,1,47.7,19.95,1,1,1,1,3,2,0
66,1,4859.25,74.25,0,0,0,0,0,1,0
46,2,4903.2,108.65,0,2,2,2,2,1,0
32,1,3608.0,109.55,2,2,0,2,0,1,0
72,2,6094.25,86.65,2,2,0,2,1,0,0
38,2,3084.9,81.0,2,2,0,2,1,0,0
51,1,2356.75,47.85,0,2,0,0,1,0,0
72,2,8306.05,114.55,2,2,2,2,0,1,0
65,0,6786.4,105.25,2,0,0,2,0,1,1
9,0,248.95,29.95,0,0,2,0,2,0,1
9,0,663.05,65.0,2,2,2,2,3,0,1
66,2,1357.1,20.55,1,1,1,1,3,2,0
44,1,4860.35,109.8,2,0,2,2,1,1,0
50,2,3418.2,69.5,0,2,0,2,0,0,0
15,0,631.4,48.85,0,0,0,0,3,0,0
8,0,186.3,25.25,0,0,0,0,1,0,0
66,1,6976.75,102.85,0,2,0,2,1,1,0
57,0,4884.85,87.55,2,2,2,0,0,1,0
7,0,522.95,78.55,0,0,2,0,0,1,0
10,0,362.6,34.55,0,0,0,0,0,0,0
62,1,5755.8,92.05,2,0,2,2,2,1,0
40,1,3355.65,85.05,0,0,0,2,2,1,0
20,2,406.95,19.7,1,1,1,1,3,2,0
7,0,137.6,20.0,1,1,1,1,0,2,1
25,0,2395.7,95.15,0,2,0,0,2,1,0
23,0,1968.1,84.25,0,0,2,2,2,1,0
66,1,6819.45,104.6,0,0,2,2,1,1,0
72,2,7943.45,111.65,0,2,2,2,2,1,0
49,0,4547.25,90.05,0,0,2,0,1,1,1
43,0,4687.9,110.75,0,2,2,2,0,1,1
46,0,2473.95,55.0,2,0,0,0,0,0,0
72,2,6562.9,89.85,2,2,2,2,1,0,0
10,1,176.3,20.35,1,1,1,1,3,2,0
40,1,2236.2,54.55,2,2,0,0,0,0,0
65,0,6985.65,105.5,0,0,2,2,2,1,1
31,2,3109.9,99.45,0,2,0,2,0,1,0
68,2,4911.35,70.9,2,2,2,2,1,0,0
56,1,5794.65,104.55,2,0,0,2,0,1,1
10,0,855.3,85.25,0,0,0,0,2,1,1
68,2,1620.2,25.4,1,1,1,1,0,2,0
43,0,2499.3,56.15,0,0,0,0,2,0,1
1,0,89.55,89.55,0,0,0,0,2,1,1
49,1,4287.2,89.85,0,0,2,2,0,1,0
15,0,394.85,25.25,1,1,1,1,2,2,0
20,0,1899.65,94.55,0,0,0,0,2,1,1
1,0,45.7,45.7,0,0,0,0,3,0,1
50,1,3442.15,69.65,0,2,0,2,2,0,0
2,0,161.5,89.5,0,0,2,0,2,1,1
24,0,1732.6,70.0,0,0,0,0,1,1,0
3,0,222.3,69.55,0,0,0,0,0,1,1
1,0,74.6,74.6,0,0,0,2,3,1,1
35,2,655.3,20.1,1,1,1,1,3,2,0
17,0,475.25,24.8,1,1,1,1,3,2,0
8,0,164.3,19.65,1,1,1,1,2,2,1
10,0,865.1,95.1,0,2,0,0,1,1,0
68,2,6132.7,88.85,2,2,2,2,1,0,0
45,1,3597.5,78.8,2,0,2,2,0,0,0
2,1,35.9,19.85,1,1,1,1,3,2,1
37,0,697.65,20.35,1,1,1,1,0,2,0
4,0,96.05,24.25,0,0,0,0,3,0,1
10,0,428.7,45.25,0,0,0,0,3,0,0
1,0,20.05,20.05,1,1,1,1,3,2,0
65,2,4459.15,69.55,2,0,2,0,3,0,0
57,2,1167.6,19.5,1,1,1,1,0,2,0
3,0,238.1,74.75,0,0,0,2,3,1,0
2,0,145.15,69.65,0,0,0,0,2,1,1
49,0,1453.1,30.2,0,0,0,2,0,0,0
4,0,191.05,45.65,0,0,0,0,3,0,1
70,2,4039.3,57.8,0,2,2,2,0,0,0
53,1,1039.45,19.85,1,1,1,1,0,2,0
53,2,1336.1,25.55,1,1,1,1,1,2,0
1,0,75.05,75.05,0,0,0,0,3,1,1
22,0,493.4,24.85,1,1,1,1,1,2,0
52,0,2550.9,49.15,0,0,2,0,2,0,1
65,2,7246.15,110.35,2,2,0,2,2,1,0
48,1,1203.95,24.55,1,1,1,1,0,2,0
2,0,62.25,34.7,0,0,0,0,2,0,1
3,0,313.6,107.95,0,0,2,2,3,1,0
45,0,3775.85,81.4,0,0,2,0,0,1,0
1,0,80.0,80.0,0,0,0,0,2,1,1
61,2,4616.05,73.8,0,2,0,2,0,0,0
3,0,195.65,64.4,2,2,0,0,1,0,0
40,1,4188.4,103.75,0,2,0,2,1,1,0
1,0,71.1,71.1,0,0,0,0,3,1,0
1,0,49.9,49.9,0,2,0,0,2,0,0
51,1,1266.4,24.6,1,1,1,1,0,2,0
2,0,91.1,49.25,2,0,0,0,2,0,1
52,1,1623.4,30.1,0,0,2,0,3,0,0
51,0,4149.45,83.4,0,0,0,0,0,1,0
1,0,20.45,20.45,1,1,1,1,3,2,0
31,1,2344.5,75.25,2,2,2,0,0,0,0
47,1,1013.05,20.55,1,1,1,1,1,2,0
3,0,270.7,75.1,0,0,0,0,1,1,1
22,1,417.0,20.05,1,1,1,1,3,2,0
1,0,20.65,20.65,1,1,1,1,3,2,0
72,2,6316.2,85.15,0,2,2,2,0,0,0
3,0,168.15,50.15,0,0,0,2,2,0,1
47,1,4018.05,84.95,0,0,2,0,0,1,0
72,2,4811.6,66.5,2,2,0,2,1,0,0
66,2,4189.7,63.3,0,0,0,2,0,0,0
35,0,2848.45,83.15,0,0,0,0,2,1,0
29,0,2516.2,84.9,0,0,0,0,2,1,0
2,0,33.6,20.55,1,1,1,1,3,2,0
4,0,208.45,49.25,0,0,2,0,3,0,0
25,0,2015.35,79.85,2,0,2,0,0,1,1
65,2,3739.8,59.6,2,2,2,0,3,0,0
27,1,2964.0,104.65,0,2,2,0,0,1,0
29,0,2263.4,75.3,0,0,0,2,1,1,0
29,0,2211.8,80.1,0,0,2,2,1,0,0
1,0,19.55,19.55,1,1,1,1,3,2,1
20,0,1683.7,81.0,0,2,0,2,3,1,0
58,2,1519.0,24.7,1,1,1,1,1,2,0
14,0,1164.05,86.0,2,2,0,0,3,1,0
72,2,1710.9,25.4,1,1,1,1,3,2,0
46,0,4245.55,89.15,2,0,0,0,1,1,0
71,2,4145.9,58.25,0,2,2,2,0,0,0
32,0,2664.3,85.65,0,0,0,0,0,1,0
26,0,1277.5,50.35,0,0,0,2,1,0,0
68,0,5589.3,80.35,0,0,0,2,1,1,0
2,1,34.75,20.2,1,1,1,1,3,2,0
61,2,1305.95,20.55,1,1,1,1,1,2,0
4,0,381.3,85.95,0,0,0,0,2,1,1
3,0,141.5,45.35,0,0,0,0,2,0,1
33,0,3105.55,94.5,0,0,0,0,2,1,1
9,0,204.55,21.25,1,1,1,1,3,2,0
22,2,605.9,26.25,1,1,1,1,3,2,0
5,0,356.1,80.85,0,0,0,0,2,1,0
30,0,2758.15,91.7,2,0,2,2,1,1,1
65,2,4805.65,74.2,0,2,2,2,1,0,0
45,0,3941.7,87.25,0,2,0,2,2,1,1
5,0,92.75,20.35,1,1,1,1,3,2,0
25,0,1901.05,75.5,0,0,2,0,2,1,0
72,2,5730.7,79.05,2,0,0,0,0,1,0
27,0,2423.4,90.15,0,0,0,2,0,1,0
32,0,1653.45,50.6,0,0,0,2,1,0,0
30,1,3327.05,110.45,0,2,2,2,1,1,0
70,2,7085.5,101.0,2,2,2,2,1,1,0
42,0,3344.1,79.35,0,0,2,0,0,1,0
72,2,6697.35,89.85,2,2,2,2,0,0,0
47,2,2879.9,65.0,2,2,0,2,3,0,0
2,0,137.1,80.45,2,0,0,2,2,1,0
10,0,1008.55,98.55,2,0,0,0,2,1,1
61,2,1551.6,24.1,1,1,1,1,3,2,0
5,0,202.15,44.05,0,0,0,0,1,0,0
72,2,7882.25,110.8,0,2,2,2,1,1,0
72,2,8196.4,114.95,2,2,2,2,0,1,0
3,0,202.9,75.05,0,0,0,2,3,1,0
48,2,855.1,19.25,1,1,1,1,3,2,0
63,1,5817.0,90.05,0,2,0,2,1,1,0
27,0,1652.95,56.7,2,0,2,0,3,0,0
70,2,5600.15,80.15,2,0,2,2,1,0,0
7,0,515.75,71.35,2,2,0,2,1,0,0
0,2,2283.3004408418656,20.25,1,1,1,1,3,2,0
2,0,190.5,90.35,2,0,2,0,2,1,0
20,0,1842.8,98.55,0,0,0,2,2,1,1
66,2,1253.8,19.7,1,1,1,1,0,2,0
3,0,57.2,19.85,1,1,1,1,3,2,0
15,0,1269.55,85.9,0,0,2,0,0,1,1
72,2,6563.4,90.35,2,2,2,0,0,1,0
1,0,20.8,20.8,1,1,1,1,3,2,0
22,0,1907.85,89.25,0,0,0,0,2,1,1
3,0,208.85,70.3,0,0,0,0,2,1,1
72,2,4758.8,66.85,2,2,0,2,0,0,0
65,2,1292.6,19.9,1,1,1,1,3,2,0
11,0,363.15,35.8,0,0,0,0,3,0,0
22,0,1600.25,78.85,0,0,2,0,3,1,0
14,1,275.7,20.4,1,1,1,1,0,2,0
41,0,3089.1,74.25,0,2,0,0,2,1,0
17,1,1175.6,64.8,2,0,2,0,3,0,0
11,0,237.3,20.45,1,1,1,1,1,2,0
15,0,1444.65,93.35,0,0,0,0,2,1,1
1,0,19.9,19.9,1,1,1,1,3,2,1
5,0,454.15,88.9,2,0,0,2,3,1,1
33,1,3036.75,95.8,0,0,0,2,2,1,1
72,2,8065.65,110.65,2,0,2,2,1,1,0
3,0,92.5,40.3,0,0,2,0,3,0,0
2,0,184.65,82.0,0,0,2,0,2,1,1
59,1,6152.3,107.0,2,2,2,2,1,1,0
2,0,89.5,45.35,0,0,0,0,2,0,1
71,2,5154.5,73.35,0,2,2,0,1,0,0
5,0,220.45,44.8,0,0,0,0,3,0,0
27,0,1510.3,54.75,2,0,2,0,1,0,0
1,0,52.2,52.2,0,2,0,0,2,0,1
63,1,2588.95,40.6,2,2,2,0,0,0,0
46,1,4874.8,110.0,2,0,2,2,2,1,1
72,2,3983.6,55.3,2,0,0,0,0,0,0
34,0,2003.6,60.85,2,2,0,0,0,0,0
24,1,1832.4,78.4,2,0,2,0,2,0,0
72,2,4908.25,69.65,2,2,2,2,0,0,0
60,2,3590.2,59.85,2,2,0,2,1,0,0
68,1,5023.0,76.9,2,0,2,2,1,0,0
8,2,146.6,19.85,1,1,1,1,3,2,0
34,2,2339.3,67.65,2,2,0,2,1,0,0
6,0,298.7,45.0,0,0,0,0,1,0,0
2,0,143.65,64.2,0,2,2,0,3,0,0
31,1,2548.65,81.7,0,2,0,0,1,1,0
20,0,507.4,25.55,1,1,1,1,0,2,0
1,0,20.0,20.0,1,1,1,1,2,2,0
62,1,6125.4,96.75,0,0,0,2,2,1,1
70,2,5411.4,75.65,0,0,0,0,1,1,0
10,0,1058.25,98.5,0,2,0,0,2,1,1
39,2,903.8,23.8,1,1,1,1,3,2,0
46,2,3009.5,64.2,0,2,2,0,1,0,0
6,0,489.45,85.35,0,0,2,0,2,1,1
72,2,5468.45,76.8,0,0,0,2,0,0,0
18,0,1058.1,55.2,0,2,0,2,1,0,0
71,2,7616.0,108.55,2,2,0,2,1,1,0
40,0,4113.1,101.3,0,0,2,0,2,1,1
1,0,69.55,69.55,0,0,0,0,2,1,1
58,1,6017.65,103.25,0,0,2,2,0,1,1
70,2,7250.15,104.0,2,2,0,0,1,1,1
42,2,1108.2,25.25,1,1,1,1,2,2,0
34,1,938.65,30.4,2,0,0,0,0,0,0
5,0,94.15,20.05,1,1,1,1,0,2,0
25,0,2088.05,84.6,0,0,0,0,3,1,0
2,0,178.7,86.2,0,0,0,2,3,1,1
55,1,5656.75,103.7,0,2,2,2,0,1,0
21,0,2317.1,111.2,0,2,2,2,2,1,1
70,2,5986.45,88.0,2,2,2,0,1,1,0
61,0,6751.35,106.35,0,2,0,2,2,1,0
43,2,3566.6,79.15,2,2,0,2,1,0,0
47,1,4889.3,103.1,0,0,2,2,2,1,0
5,0,318.1,63.95,0,2,0,2,1,0,0
62,2,1563.95,25.8,1,1,1,1,1,2,0
16,0,1430.25,89.45,0,0,2,2,1,1,1
7,0,644.35,95.6,0,0,0,0,0,1,1
14,0,372.45,25.55,1,1,1,1,3,2,0
60,1,5453.4,90.95,0,0,2,2,2,1,1
34,0,1442.6,44.85,0,2,0,2,2,0,0
50,1,5610.7,108.55,2,2,2,0,2,1,1
38,2,963.95,25.05,1,1,1,1,1,2,0
70,1,5222.3,74.1,2,2,2,2,1,0,0
37,0,3340.55,88.8,0,0,2,0,2,1,0
4,0,292.8,78.85,0,0,0,0,2,1,1
60,0,5774.55,93.25,2,0,2,0,2,1,0
62,1,4487.3,71.4,2,2,0,2,1,0,0
1,0,44.4,44.4,0,0,0,0,3,0,1
36,0,2854.95,79.2,2,2,0,2,1,0,0
44,2,905.55,20.4,1,1,1,1,1,2,0
55,1,5509.3,100.0,0,0,0,2,2,1,1
72,2,7589.8,105.0,2,0,0,2,1,1,0
12,1,229.6,19.8,1,1,1,1,0,2,1
13,0,394.1,30.85,2,0,0,0,0,0,0
1,0,89.9,89.9,0,0,0,0,2,1,1
15,1,295.95,20.55,1,1,1,1,3,2,0
65,2,5459.2,84.85,2,2,2,2,0,0,0
12,1,444.75,33.15,2,2,0,0,1,0,0
72,2,6782.15,92.0,2,2,2,2,1,0,0
72,2,6510.45,89.8,2,2,2,2,1,0,0
72,2,8476.5,115.8,2,2,2,2,0,1,0
52,2,4461.85,85.15,2,2,2,0,3,0,0
2,0,62.0,24.85,1,1,1,1,3,2,0
5,0,352.65,64.35,2,2,0,0,2,0,0
68,2,1424.9,20.5,1,1,1,1,1,2,0
62,1,6413.65,100.15,0,0,0,2,2,1,1
72,2,6309.65,86.05,2,2,2,0,1,0,0
1,0,50.8,50.8,0,0,2,0,2,0,1
66,1,5898.6,89.0,2,2,2,0,2,1,0
72,2,4719.75,64.8,2,2,2,2,1,0,0
26,1,457.3,19.8,1,1,1,1,1,2,0
64,2,5822.3,93.4,2,0,0,2,0,1,0
20,0,1463.5,73.65,0,0,2,0,2,1,1
3,0,307.4,95.1,0,0,2,0,2,1,1
22,0,2104.55,94.65,0,0,0,0,1,1,1
4,0,319.15,80.6,0,2,0,2,3,1,1
62,2,2337.45,39.0,0,2,0,0,0,0,0
5,0,104.3,20.5,1,1,1,1,3,2,0
59,1,5084.65,85.55,0,0,0,0,2,1,1
3,2,121.25,26.4,1,1,1,1,3,2,0
72,2,7015.9,98.2,2,2,0,2,0,1,0
57,1,5598.0,97.55,0,0,2,2,1,1,0
66,2,1269.1,19.95,1,1,1,1,1,2,0
60,0,3027.4,50.8,0,0,2,0,2,0,1
45,2,4634.35,99.7,0,0,0,2,0,1,0
3,0,113.95,34.8,0,0,0,0,1,0,0
15,0,1582.75,105.1,2,2,0,2,2,1,1
51,1,3077.0,60.15,2,2,0,2,0,0,0
60,1,4039.5,64.75,2,2,0,2,2,0,0
33,0,1665.2,54.65,0,0,2,0,0,0,0
10,0,1043.3,110.1,2,2,2,2,2,1,1
26,1,504.2,19.3,1,1,1,1,1,2,0
6,0,497.55,83.9,0,0,0,2,2,1,1
67,1,7511.65,111.25,2,2,0,2,2,1,0
49,1,1782.0,35.8,2,2,0,0,1,0,0
1,0,20.05,20.05,1,1,1,1,3,2,0
7,0,609.65,84.35,0,0,0,2,2,1,0
27,1,2857.6,110.5,2,0,2,2,0,1,0
37,1,3247.55,91.2,0,0,0,0,1,1,0
63,0,6215.35,100.55,2,0,2,2,2,1,1
31,0,2823.0,89.3,2,2,0,2,2,1,0
50,0,5017.9,103.85,0,0,2,2,0,1,1
32,0,2619.25,81.1,0,0,0,2,1,1,0
1,0,24.6,24.6,0,0,0,0,2,0,1
63,1,4965.1,81.2,0,2,0,0,1,1,0
30,0,2679.7,94.3,2,0,2,0,1,1,0
71,2,8310.55,116.1,2,2,2,2,0,1,0
53,2,5682.25,105.55,0,0,2,2,2,1,0
12,0,1120.95,98.9,2,2,0,0,0,1,1
50,0,4914.9,94.4,2,0,2,0,1,1,0
2,0,27.55,19.5,1,1,1,1,3,2,0
9,0,923.5,98.3,0,0,0,2,1,1,1
17,0,1625.65,93.85,2,0,0,0,2,1,1
56,1,6068.65,105.6,2,0,2,2,1,1,0
67,2,5398.6,81.35,2,0,2,2,1,0,0
9,0,918.6,100.5,0,0,0,2,2,1,1
4,0,234.85,56.4,0,0,0,0,2,0,0
19,1,1231.85,65.35,0,2,2,0,0,0,0
8,0,170.9,19.95,1,1,1,1,3,2,0
71,2,7984.15,111.25,0,2,2,2,2,1,0
10,0,688.65,72.85,0,0,2,0,2,1,1
15,0,1288.3,89.0,0,0,2,0,1,1,0
72,1,7848.5,106.1,2,0,0,2,0,1,0
12,1,267.0,20.05,1,1,1,1,1,2,0
72,2,1798.9,25.2,1,1,1,1,0,2,0
1,0,73.55,73.55,0,0,0,0,2,1,1
23,0,1643.55,75.4,2,0,0,0,0,1,0
72,2,4807.45,65.55,2,2,2,2,0,0,0
26,0,2193.0,80.7,0,0,0,2,2,1,0
21,1,2239.4,104.55,0,2,2,2,3,1,0
60,1,1505.9,24.15,1,1,1,1,0,2,0
12,0,255.35,20.45,1,1,1,1,3,2,0
16,0,1189.4,75.4,0,0,0,0,2,1,0
63,1,4786.15,79.7,2,0,2,0,1,0,0
22,0,1820.9,81.7,2,0,2,0,2,1,0
32,0,2404.15,76.3,2,2,2,2,0,0,0
3,0,205.05,79.4,0,0,2,0,2,1,1
13,0,952.3,81.15,0,0,2,2,2,1,1
68,2,7039.45,103.75,0,2,2,0,1,1,0
30,1,2538.05,86.45,0,0,0,2,2,1,0
16,0,1212.85,75.1,0,0,2,0,0,1,0
33,2,2651.1,80.6,0,2,2,0,0,1,0
72,2,1304.8,19.3,1,1,1,1,1,2,0
4,0,360.1,84.6,0,0,0,0,2,1,1
12,1,435.45,33.6,2,2,0,0,3,0,0
4,0,308.05,83.25,0,0,0,0,2,1,0
0,2,2283.3004408418656,80.85,2,0,2,2,3,0,0
6,0,434.5,79.05,2,0,0,0,2,1,1
65,1,7118.9,108.05,0,2,2,2,1,1,0
15,0,320.45,19.9,1,1,1,1,3,2,0
24,1,531.55,21.05,1,1,1,1,0,2,0
13,0,382.2,30.15,0,0,2,0,2,0,0
24,0,2001.0,79.85,0,0,0,0,1,1,0
72,2,4919.7,65.5,2,2,2,2,0,0,0
54,0,5645.8,104.1,2,0,2,0,0,1,0
3,0,215.8,74.4,0,0,0,0,0,1,1
4,0,77.6,20.5,1,1,1,1,3,2,0
32,0,2896.55,91.35,0,0,0,2,3,1,0
35,0,3395.8,99.05,0,0,0,2,2,1,1
35,2,759.35,20.5,1,1,1,1,0,2,0
2,0,85.15,44.95,0,0,0,0,3,0,1
8,0,535.55,75.6,0,0,2,0,2,1,0
22,0,1253.15,55.1,2,2,0,0,3,0,0
15,0,955.15,58.95,2,2,0,2,2,0,0
22,0,2162.6,95.1,0,0,0,0,2,1,0
1,0,44.7,44.7,0,0,0,0,1,0,1
71,2,1813.35,25.45,1,1,1,1,0,2,0
4,0,245.15,56.75,2,0,0,2,2,0,0
25,0,2028.8,81.75,2,2,2,2,0,0,0
32,0,2723.75,86.1,0,0,2,0,2,1,0
7,0,220.45,29.8,2,0,0,0,0,0,0
17,1,365.8,20.5,1,1,1,1,3,2,0
8,0,551.95,60.9,2,0,0,0,0,0,0
56,2,4054.2,73.25,2,2,0,2,0,0,0
1,0,45.7,45.7,0,0,0,0,3,0,1
8,0,832.35,100.3,2,2,0,0,1,1,1
7,0,112.3,19.25,1,1,1,1,2,2,1
3,0,60.65,20.85,1,1,1,1,3,2,0
71,2,5550.1,77.35,2,2,2,2,1,0,0
2,0,174.8,96.0,0,0,0,0,2,1,1
1,0,90.55,90.55,0,0,0,0,2,1,1
49,0,4733.1,93.85,2,0,2,0,0,1,0
58,2,4048.95,70.1,0,2,2,2,0,0,0
44,0,1359.7,30.35,0,0,2,0,2,0,1
59,2,4542.35,75.95,0,2,2,0,1,0,0
71,2,7532.15,108.05,2,2,0,2,2,1,1
1,0,69.9,69.9,0,0,0,0,2,1,1
11,0,888.65,75.25,0,0,0,0,2,1,0
62,1,6383.35,103.75,0,0,2,2,2,1,1
35,1,1916.0,54.95,2,2,0,0,0,0,0
20,0,413.0,19.5,1,1,1,1,0,2,0
40,2,808.95,19.6,1,1,1,1,3,2,0
39,1,1886.4,47.85,2,0,0,0,2,0,0
1,0,86.6,86.6,0,0,0,0,2,1,1
72,2,1679.25,23.75,1,1,1,1,0,2,0
33,0,2656.5,80.6,0,0,2,0,0,1,1
12,0,540.95,43.8,0,0,0,0,0,0,0
1,0,19.75,19.75,1,1,1,1,0,2,0
27,0,537.35,19.15,1,1,1,1,3,2,0
34,1,678.8,19.6,1,1,1,1,1,2,0
56,2,4513.65,80.3,2,0,0,2,0,1,0
58,2,1423.85,24.35,1,1,1,1,1,2,0
22,2,555.4,25.25,1,1,1,1,1,2,0
10,2,225.55,26.1,1,1,1,1,1,2,0
13,2,268.45,20.0,1,1,1,1,1,2,0
35,0,2917.5,85.3,0,2,2,0,1,1,1
34,0,2416.1,70.0,0,0,0,0,1,1,1
4,0,424.45,94.3,0,0,0,0,2,1,1
72,2,1492.1,20.7,1,1,1,1,0,2,0
2,0,132.4,70.3,0,2,0,0,2,0,0
7,0,660.9,95.35,0,0,0,2,2,1,1
27,0,1893.95,75.5,0,0,0,0,2,1,1
4,0,284.9,69.55,0,0,0,0,3,1,0
37,2,784.25,19.85,1,1,1,1,3,2,0
21,0,417.7,20.0,1,1,1,1,3,2,0
53,1,5016.25,95.85,0,0,0,0,1,1,0
18,0,1612.75,90.1,0,2,0,0,2,1,1
2,0,119.75,68.95,0,0,0,0,2,1,1
32,0,3204.65,99.55,2,0,0,0,1,1,1
23,1,485.2,20.75,1,1,1,1,2,2,0
3,0,160.85,50.15,2,0,0,0,3,0,0
71,2,4145.25,58.65,2,2,2,0,3,0,0
9,0,827.45,95.9,0,2,0,0,0,1,0
1,0,49.5,49.5,0,0,2,0,2,0,0
18,0,990.85,57.45,0,0,0,2,2,0,1
12,1,696.35,53.65,0,0,0,0,1,0,1
71,2,5585.4,80.1,2,2,2,2,3,0,0
64,1,1601.2,24.4,1,1,1,1,0,2,0
4,0,162.45,40.05,0,2,0,0,2,0,0
23,0,470.2,19.5,1,1,1,1,3,2,0
39,0,2066.0,51.05,2,0,0,0,1,0,0
28,1,1426.45,54.35,2,2,0,0,3,0,0
5,0,392.5,84.7,0,0,2,0,2,1,0
45,0,3861.45,86.1,0,0,0,2,2,1,0
37,0,2552.9,70.35,0,0,0,0,3,1,0
60,2,6668.35,110.0,2,2,2,2,0,1,0
8,0,819.4,100.6,0,0,0,2,2,1,1
47,1,4615.25,94.9,2,0,0,2,1,1,0
26,0,2070.6,83.75,0,0,0,0,2,1,1
3,0,273.75,88.3,2,2,0,0,3,1,1
50,0,3557.7,69.75,0,0,0,0,0,1,0
27,0,1957.1,71.6,0,2,0,0,0,0,0
8,0,729.95,92.1,0,0,0,2,2,1,1
62,2,1416.75,23.65,1,1,1,1,0,2,0
71,2,5924.4,81.85,2,2,0,2,0,0,0
66,2,1697.7,25.1,1,1,1,1,3,2,0
68,2,7849.85,114.7,2,2,2,2,0,1,0
13,0,649.4,49.15,0,0,0,2,2,0,0
56,1,4557.5,80.9,0,0,0,0,2,1,0
38,0,3013.05,79.45,2,0,2,0,2,1,1
14,0,1266.1,90.45,0,0,0,0,1,1,1
16,1,360.35,19.3,1,1,1,1,0,2,0
14,0,1046.5,70.2,0,0,0,0,2,1,0
